"isHiddenFraudulent";"poweredBy";"serverType";"contentType";"compromissionType";"contentLength";"ulrLenght"
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;111
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;107
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;70
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;70
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;70
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;70
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;93
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;93
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;93
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;93
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;93
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;93
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;93
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;74
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;132
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;138
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;128
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;156
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;171
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;109
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;114
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;121
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;119
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;122
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;108
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;121
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;121
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;123
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;113
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;117
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;131
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;132
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;128
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;117
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"TRUE";"ASP.NET";"Microsoft";"image";"defacement";104772;33
"FALSE";"PHP";"Apache";"text";"defacement";0;43
"FALSE";"PHP";"Apache";"text";"defacement";0;48
"FALSE";"PHP";"Apache";"text";"defacement";0;56
"FALSE";"PHP";"Apache";"text";"defacement";0;61
"FALSE";"PHP";"Apache";"text";"defacement";0;71
"FALSE";"PHP";"Apache";"text";"defacement";0;65
"FALSE";"PHP";"Apache";"text";"defacement";0;57
"FALSE";"PHP";"Apache";"text";"defacement";0;132
"FALSE";"PHP";"Apache";"text";"defacement";0;208
"FALSE";"PHP";"Apache";"text";"defacement";0;46
"FALSE";"PHP";"Apache";"text";"defacement";0;43
"FALSE";"PHP";"Apache";"text";"defacement";0;43
"FALSE";"PHP";"Apache";"text";"defacement";0;43
"FALSE";"PHP";"Apache";"text";"defacement";0;53
"FALSE";"PHP";"Apache";"text";"defacement";0;45
"FALSE";"PHP";"Apache";"text";"defacement";0;39
"FALSE";"PHP";"Apache";"text";"defacement";0;75
"FALSE";"PHP";"Apache";"text";"defacement";0;148
"FALSE";"PHP";"Apache";"text";"defacement";0;43
"FALSE";"PHP";"Apache";"text";"defacement";0;85
"FALSE";"PHP";"Apache";"text";"defacement";0;160
"FALSE";"PHP";"Apache";"text";"defacement";0;53
"FALSE";"PHP";"Apache";"text";"defacement";0;90
"FALSE";"PHP";"Apache";"text";"defacement";0;58
"FALSE";"PHP";"Apache";"text";"defacement";0;82
"FALSE";"PHP";"Apache";"text";"defacement";0;100
"FALSE";"PHP";"Apache";"text";"defacement";0;180
"FALSE";"PHP";"Apache";"text";"defacement";0;68
"FALSE";"PHP";"Apache";"text";"defacement";0;76
"FALSE";"PHP";"Apache";"text";"defacement";0;94
"FALSE";"PHP";"Apache";"text";"defacement";0;172
"FALSE";"PHP";"Apache";"text";"defacement";0;62
"FALSE";"PHP";"Apache";"text";"defacement";0;68
"FALSE";"PHP";"Apache";"text";"defacement";0;86
"FALSE";"PHP";"Apache";"text";"defacement";0;160
"FALSE";"PHP";"Apache";"text";"defacement";0;54
"FALSE";"PHP";"Apache";"text";"defacement";0;37
"FALSE";"PHP";"Apache";"text";"defacement";0;75
"FALSE";"PHP";"Apache";"text";"defacement";0;148
"FALSE";"PHP";"Apache";"text";"defacement";0;43
"FALSE";"PHP";"Apache";"text";"defacement";0;72
"FALSE";"PHP";"Apache";"text";"defacement";0;144
"FALSE";"PHP";"Apache";"text";"defacement";0;40
"FALSE";"PHP";"Apache";"text";"defacement";0;40
"FALSE";"PHP";"Apache";"text";"defacement";0;72
"FALSE";"PHP";"Apache";"text";"defacement";0;144
"FALSE";"PHP";"Apache";"text";"defacement";0;40
"FALSE";"PHP";"Apache";"text";"defacement";0;64
"FALSE";"PHP";"Apache";"text";"defacement";0;82
"FALSE";"PHP";"Apache";"text";"defacement";0;156
"FALSE";"PHP";"Apache";"text";"defacement";0;50
"FALSE";"PHP";"Apache";"text";"defacement";0;74
"FALSE";"PHP";"Apache";"text";"defacement";0;144
"FALSE";"PHP";"Apache";"text";"defacement";0;42
"FALSE";"PHP";"Apache";"text";"defacement";0;68
"FALSE";"PHP";"Apache";"text";"defacement";0;136
"FALSE";"PHP";"Apache";"text";"defacement";0;36
"TRUE";"PHP";"Apache";"image";"defacement";104772;43
"FALSE";"PHP";"Apache";"text";"defacement";0;39
"FALSE";"PHP";"Apache";"text";"defacement";0;39
"FALSE";"PHP";"Apache";"text";"defacement";0;41
"FALSE";"PHP";"Apache";"text";"defacement";0;44
"FALSE";"PHP";"Apache";"text";"defacement";0;33
"FALSE";"PHP";"Apache";"text";"defacement";0;31
"FALSE";"PHP";"Apache";"text";"defacement";0;41
"FALSE";"PHP";"Apache";"text";"defacement";0;60
"FALSE";"PHP";"Apache";"text";"defacement";0;58
"FALSE";"PHP";"Apache";"text";"defacement";0;73
"FALSE";"PHP";"Apache";"text";"defacement";0;72
"FALSE";"PHP";"Apache";"text";"defacement";0;77
"FALSE";"PHP";"Apache";"text";"defacement";0;43
"FALSE";"PHP";"Apache";"text";"defacement";0;60
"FALSE";"PHP";"Apache";"text";"defacement";0;62
"FALSE";"PHP";"Apache";"text";"defacement";0;62
"FALSE";"PHP";"Apache";"text";"defacement";0;62
"FALSE";"PHP";"Apache";"text";"defacement";0;61
"FALSE";"PHP";"Apache";"text";"defacement";0;71
"FALSE";"PHP";"Apache";"text";"defacement";0;78
"FALSE";"PHP";"Apache";"text";"defacement";0;78
"FALSE";"PHP";"Apache";"text";"defacement";0;67
"FALSE";"PHP";"Apache";"text";"defacement";0;47
"FALSE";"PHP";"Apache";"text";"defacement";0;57
"FALSE";"PHP";"Apache";"text";"defacement";0;69
"FALSE";"PHP";"Apache";"text";"defacement";0;82
"FALSE";"PHP";"Apache";"text";"defacement";0;80
"FALSE";"PHP";"Apache";"text";"defacement";0;81
"FALSE";"PHP";"Apache";"text";"defacement";0;79
"FALSE";"PHP";"Apache";"text";"defacement";0;85
"FALSE";"PHP";"Apache";"text";"defacement";0;86
"FALSE";"PHP";"Apache";"text";"defacement";0;73
"FALSE";"PHP";"Apache";"text";"defacement";0;64
"FALSE";"PHP";"Apache";"text";"defacement";0;73
"FALSE";"PHP";"Apache";"text";"defacement";0;79
"FALSE";"PHP";"Apache";"text";"defacement";0;38
"FALSE";"PHP";"Apache";"text";"defacement";0;55
"FALSE";"PHP";"Apache";"text";"defacement";0;43
"FALSE";"PHP";"Apache";"text";"defacement";0;37
"FALSE";"PHP";"Apache";"text";"defacement";0;52
"FALSE";"PHP";"Apache";"text";"defacement";0;53
"FALSE";"PHP";"Apache";"text";"defacement";0;48
"FALSE";"PHP";"Apache";"text";"defacement";0;39
"FALSE";"PHP";"Apache";"text";"defacement";0;60
"FALSE";"PHP";"Apache";"text";"defacement";0;56
"FALSE";"PHP";"Apache";"text";"defacement";0;73
"FALSE";"PHP";"Apache";"text";"defacement";0;72
"FALSE";"PHP";"Apache";"text";"defacement";0;77
"FALSE";"PHP";"Apache";"text";"defacement";0;40
"FALSE";"PHP";"Apache";"text";"defacement";0;59
"FALSE";"PHP";"Apache";"text";"defacement";0;63
"FALSE";"PHP";"Apache";"text";"defacement";0;63
"FALSE";"PHP";"Apache";"text";"defacement";0;63
"FALSE";"PHP";"Apache";"text";"defacement";0;62
"FALSE";"PHP";"Apache";"text";"defacement";0;61
"FALSE";"PHP";"Apache";"text";"defacement";0;67
"FALSE";"PHP";"Apache";"text";"defacement";0;69
"FALSE";"PHP";"Apache";"text";"defacement";0;69
"FALSE";"PHP";"Apache";"text";"defacement";0;39
"FALSE";"PHP";"Apache";"text";"defacement";0;51
"FALSE";"PHP";"Apache";"text";"defacement";0;62
"FALSE";"PHP";"Apache";"text";"defacement";0;76
"FALSE";"PHP";"Apache";"text";"defacement";0;73
"FALSE";"PHP";"Apache";"text";"defacement";0;73
"FALSE";"PHP";"Apache";"text";"defacement";0;74
"FALSE";"PHP";"Apache";"text";"defacement";0;72
"FALSE";"PHP";"Apache";"text";"defacement";0;78
"FALSE";"PHP";"Apache";"text";"defacement";0;65
"FALSE";"PHP";"Apache";"text";"defacement";0;54
"FALSE";"PHP";"Apache";"text";"defacement";0;60
"FALSE";"PHP";"Apache";"text";"defacement";0;72
"FALSE";"PHP";"Apache";"text";"defacement";0;36
"FALSE";"PHP";"Apache";"text";"defacement";0;50
"FALSE";"PHP";"Apache";"text";"defacement";0;48
"FALSE";"PHP";"Apache";"text";"defacement";0;37
"FALSE";"PHP";"Apache";"text";"defacement";0;52
"FALSE";"PHP";"Apache";"text";"defacement";0;53
"FALSE";"PHP";"Apache";"text";"defacement";0;176
"FALSE";"PHP";"Apache";"text";"defacement";0;176
"FALSE";"PHP";"Apache";"text";"defacement";0;178
"FALSE";"PHP";"Apache";"text";"defacement";0;178
"FALSE";"PHP";"Apache";"text";"defacement";0;176
"FALSE";"PHP";"Apache";"text";"defacement";0;176
"FALSE";"PHP";"Apache";"text";"defacement";0;172
"FALSE";"PHP";"Apache";"text";"defacement";0;172
"FALSE";"PHP";"Apache";"text";"defacement";0;180
"FALSE";"PHP";"Apache";"text";"defacement";0;180
"FALSE";"PHP";"Apache";"text";"defacement";0;186
"FALSE";"PHP";"Apache";"text";"defacement";0;186
"FALSE";"PHP";"Apache";"text";"defacement";0;164
"FALSE";"PHP";"Apache";"text";"defacement";0;164
"FALSE";"PHP";"Apache";"text";"defacement";0;164
"FALSE";"PHP";"Apache";"text";"defacement";0;164
"FALSE";"PHP";"Apache";"text";"defacement";0;172
"FALSE";"PHP";"Apache";"text";"defacement";0;172
"FALSE";"PHP";"Apache";"text";"defacement";0;66
"FALSE";"PHP";"Apache";"text";"defacement";0;86
"FALSE";"PHP";"Apache";"text";"defacement";0;168
"FALSE";"PHP";"Apache";"text";"defacement";0;168
"FALSE";"PHP";"Apache";"text";"defacement";0;164
"FALSE";"PHP";"Apache";"text";"defacement";0;164
"TRUE";"PHP";"Apache";"image";"defacement";104772;39
"FALSE";"PHP";"Apache";"text";"defacement";0;37
"FALSE";"PHP";"Apache";"text";"defacement";0;37
"FALSE";"PHP";"Apache";"text";"defacement";0;39
"FALSE";"PHP";"Apache";"text";"defacement";0;42
"FALSE";"PHP";"Apache";"text";"defacement";0;31
"FALSE";"PHP";"Apache";"text";"defacement";0;29
"FALSE";"PHP";"Apache";"text";"defacement";0;39
"FALSE";"PHP";"Apache";"text";"defacement";0;58
"FALSE";"PHP";"Apache";"text";"defacement";0;56
"FALSE";"PHP";"Apache";"text";"defacement";0;71
"FALSE";"PHP";"Apache";"text";"defacement";0;70
"FALSE";"PHP";"Apache";"text";"defacement";0;75
"FALSE";"PHP";"Apache";"text";"defacement";0;41
"FALSE";"PHP";"Apache";"text";"defacement";0;58
"FALSE";"PHP";"Apache";"text";"defacement";0;72
"FALSE";"PHP";"Apache";"text";"defacement";0;78
"FALSE";"PHP";"Apache";"text";"defacement";0;78
"FALSE";"PHP";"Apache";"text";"defacement";0;77
"FALSE";"PHP";"Apache";"text";"defacement";0;86
"FALSE";"PHP";"Apache";"text";"defacement";0;77
"FALSE";"PHP";"Apache";"text";"defacement";0;70
"FALSE";"PHP";"Apache";"text";"defacement";0;76
"FALSE";"PHP";"Apache";"text";"defacement";0;82
"FALSE";"PHP";"Apache";"text";"defacement";0;76
"FALSE";"PHP";"Apache";"text";"defacement";0;82
"FALSE";"PHP";"Apache";"text";"defacement";0;76
"FALSE";"PHP";"Apache";"text";"defacement";0;76
"FALSE";"PHP";"Apache";"text";"defacement";0;76
"FALSE";"PHP";"Apache";"text";"defacement";0;84
"FALSE";"PHP";"Apache";"text";"defacement";0;76
"FALSE";"PHP";"Apache";"text";"defacement";0;75
"FALSE";"PHP";"Apache";"text";"defacement";0;58
"FALSE";"PHP";"Apache";"text";"defacement";0;76
"FALSE";"PHP";"Apache";"text";"defacement";0;68
"FALSE";"PHP";"Apache";"text";"defacement";0;68
"FALSE";"PHP";"Apache";"text";"defacement";0;68
"FALSE";"PHP";"Apache";"text";"defacement";0;69
"FALSE";"PHP";"Apache";"text";"defacement";0;76
"FALSE";"PHP";"Apache";"text";"defacement";0;78
"FALSE";"PHP";"Apache";"text";"defacement";0;86
"FALSE";"PHP";"Apache";"text";"defacement";0;87
"FALSE";"PHP";"Apache";"text";"defacement";0;86
"FALSE";"PHP";"Apache";"text";"defacement";0;65
"FALSE";"PHP";"Apache";"text";"defacement";0;47
"FALSE";"PHP";"Apache";"text";"defacement";0;57
"FALSE";"PHP";"Apache";"text";"defacement";0;69
"FALSE";"PHP";"Apache";"text";"defacement";0;82
"FALSE";"PHP";"Apache";"text";"defacement";0;80
"FALSE";"PHP";"Apache";"text";"defacement";0;81
"FALSE";"PHP";"Apache";"text";"defacement";0;79
"FALSE";"PHP";"Apache";"text";"defacement";0;85
"FALSE";"PHP";"Apache";"text";"defacement";0;86
"FALSE";"PHP";"Apache";"text";"defacement";0;73
"FALSE";"PHP";"Apache";"text";"defacement";0;64
"FALSE";"PHP";"Apache";"text";"defacement";0;73
"FALSE";"PHP";"Apache";"text";"defacement";0;79
"FALSE";"PHP";"Apache";"text";"defacement";0;106
"FALSE";"PHP";"Apache";"text";"defacement";0;99
"FALSE";"PHP";"Apache";"text";"defacement";0;105
"FALSE";"PHP";"Apache";"text";"defacement";0;98
"FALSE";"PHP";"Apache";"text";"defacement";0;105
"FALSE";"PHP";"Apache";"text";"defacement";0;98
"FALSE";"PHP";"Apache";"text";"defacement";0;94
"FALSE";"PHP";"Apache";"text";"defacement";0;87
"FALSE";"PHP";"Apache";"text";"defacement";0;94
"FALSE";"PHP";"Apache";"text";"defacement";0;87
"FALSE";"PHP";"Apache";"text";"defacement";0;94
"FALSE";"PHP";"Apache";"text";"defacement";0;94
"FALSE";"PHP";"Apache";"text";"defacement";0;87
"FALSE";"PHP";"Apache";"text";"defacement";0;36
"FALSE";"PHP";"Apache";"text";"defacement";0;53
"FALSE";"PHP";"Apache";"text";"defacement";0;41
"FALSE";"PHP";"Apache";"text";"defacement";0;35
"FALSE";"PHP";"Apache";"text";"defacement";0;50
"FALSE";"PHP";"Apache";"text";"defacement";0;51
"FALSE";"PHP";"Apache";"text";"defacement";0;34
"FALSE";"PHP";"Apache";"text";"defacement";0;36
"FALSE";"PHP";"Apache";"text";"defacement";0;39
"FALSE";"PHP";"Apache";"text";"defacement";0;46
"FALSE";"PHP";"Apache";"text";"defacement";0;37
"FALSE";"PHP";"Apache";"text";"defacement";0;58
"FALSE";"PHP";"Apache";"text";"defacement";0;54
"FALSE";"PHP";"Apache";"text";"defacement";0;71
"FALSE";"PHP";"Apache";"text";"defacement";0;70
"FALSE";"PHP";"Apache";"text";"defacement";0;75
"FALSE";"PHP";"Apache";"text";"defacement";0;38
"FALSE";"PHP";"Apache";"text";"defacement";0;57
"FALSE";"PHP";"Apache";"text";"defacement";0;84
"FALSE";"PHP";"Apache";"text";"defacement";0;92
"FALSE";"PHP";"Apache";"text";"defacement";0;92
"FALSE";"PHP";"Apache";"text";"defacement";0;91
"FALSE";"PHP";"Apache";"text";"defacement";0;100
"FALSE";"PHP";"Apache";"text";"defacement";0;91
"FALSE";"PHP";"Apache";"text";"defacement";0;68
"FALSE";"PHP";"Apache";"text";"defacement";0;76
"FALSE";"PHP";"Apache";"text";"defacement";0;82
"FALSE";"PHP";"Apache";"text";"defacement";0;76
"FALSE";"PHP";"Apache";"text";"defacement";0;82
"FALSE";"PHP";"Apache";"text";"defacement";0;76
"FALSE";"PHP";"Apache";"text";"defacement";0;76
"FALSE";"PHP";"Apache";"text";"defacement";0;76
"TRUE";"PHP";"Apache";"image";"defacement";104772;37
"FALSE";"PHP";"nginx";"text";"defacement";0;32
"FALSE";"PHP";"nginx";"text";"defacement";0;38
"FALSE";"PHP";"nginx";"text";"defacement";0;50
"FALSE";"PHP";"nginx";"text";"defacement";0;49
"FALSE";"PHP";"nginx";"text";"defacement";0;43
"FALSE";"PHP";"nginx";"text";"defacement";0;35
"FALSE";"PHP";"nginx";"text";"defacement";0;50
"FALSE";"PHP";"nginx";"text";"defacement";0;53
"FALSE";"PHP";"nginx";"text";"defacement";0;58
"FALSE";"PHP";"nginx";"text";"defacement";0;51
"FALSE";"PHP";"nginx";"text";"defacement";0;33
"FALSE";"PHP";"nginx";"text";"defacement";0;32
"FALSE";"PHP";"nginx";"text";"defacement";0;44
"FALSE";"PHP";"nginx";"text";"defacement";0;34
"FALSE";"PHP";"nginx";"text";"defacement";0;54
"FALSE";"PHP";"nginx";"text";"defacement";0;52
"FALSE";"PHP";"nginx";"text";"defacement";0;70
"FALSE";"PHP";"nginx";"text";"defacement";0;76
"FALSE";"PHP";"nginx";"text";"defacement";0;79
"FALSE";"PHP";"nginx";"text";"defacement";0;75
"FALSE";"PHP";"nginx";"text";"defacement";0;79
"FALSE";"PHP";"nginx";"text";"defacement";0;83
"FALSE";"PHP";"nginx";"text";"defacement";0;75
"FALSE";"PHP";"nginx";"text";"defacement";0;39
"FALSE";"PHP";"nginx";"text";"defacement";0;75
"FALSE";"PHP";"nginx";"text";"defacement";0;81
"FALSE";"PHP";"nginx";"text";"defacement";0;84
"FALSE";"PHP";"nginx";"text";"defacement";0;80
"FALSE";"PHP";"nginx";"text";"defacement";0;84
"FALSE";"PHP";"nginx";"text";"defacement";0;88
"FALSE";"PHP";"nginx";"text";"defacement";0;80
"FALSE";"PHP";"nginx";"text";"defacement";0;68
"FALSE";"PHP";"nginx";"text";"defacement";0;74
"FALSE";"PHP";"nginx";"text";"defacement";0;77
"FALSE";"PHP";"nginx";"text";"defacement";0;73
"FALSE";"PHP";"nginx";"text";"defacement";0;77
"FALSE";"PHP";"nginx";"text";"defacement";0;81
"FALSE";"PHP";"nginx";"text";"defacement";0;73
"TRUE";"PHP";"nginx";"image";"defacement";104772;32
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";326;42
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";1245;43
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";1245;51
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;60
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;59
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;51
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;47
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;120
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;87
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";1245;70
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;66
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;65
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;58
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;69
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;90
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;71
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;60
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;82
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;78
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;70
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;71
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;89
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;84
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;81
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;78
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;73
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;79
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;70
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;88
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;62
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;63
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;71
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;62
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;80
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;54
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;58
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;54
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;64
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;68
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;67
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;58
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;76
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;88
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;79
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;116
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;97
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;86
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;77
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;95
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;85
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;76
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;94
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;78
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;69
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;87
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;98
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;110
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;101
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;119
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;89
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;102
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;93
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;111
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;90
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;81
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;99
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;109
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;100
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;100
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;91
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;109
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;104
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;95
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;113
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;101
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;92
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;110
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;98
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;89
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;107
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;93
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;84
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;102
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;108
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;99
"FALSE";"ASP.NET";"Microsoft";"text";"defacement";0;90
